unique location,X,Y
Jurong WeStreet Ctrl 1 ,,
GuillemaRoad Road,,
Kian Teck Avenue ,,
Desker Road ,30767.5411097296,32232.410910869
Teck Whye Lane ,19189.033681795,40222.9222798161
Jalan Chulek ,,
Bedok Terminal,,
Bedok North Avenue 1 ,,
Yishun Avenue 4 ,,
Kampong,29217.9804307697,30023.8542072866
"Eunos Avenue 1, 4, 5, 5A, 6, 7, 8, 8A ",,
Holland Hill ,,
Holland Park ,24677.7480952637,32383.595948182003
Woodlands Avenue 5 ,,
Pheng Geck Avenue ,31996.9185818918,34650.835098682
Nallur Road ,39017.3135591019,32878.4765133858
Rose Lane ,34693.8336450094,32540.8801355548
"Bedok Ria Cres, Pl",,
Choa Chu Kang Street 52 ,,
Rosewood Drive,22704.420691878506,45602.392699485594
Jalan Merlimau,,
Gambir Walk ,,
Jalan Loyang Besar ,42207.0012645004,40157.040956188
Clementi Avenue 3 ,20309.010795753402,32653.5214683842
Tanjong Rhu Road,,
Tampines Street 12 ,40331.4240118498,36651.1437459681
Choa Chu Kang Avenue 5 ,31765.2712856904,34981.4189900439
Sin Ming Avenue ,27985.169933626406,38284.4509113878
Tanjong Katong Road,,
"Joo Chiat Avenue, Pl",,
Choa Chu Kang Drive ,18714.2776633389,42855.9454128053
Hooper Road ,29123.2641611146,32643.8922541887
Loyang Cres,,
Hai Sing Road ,34732.0013000648,38674.3141645715
Bedok Ctrl ,,
"Bishan Street 13, 15 ",,
Jalan Kemaman,,
ColcheStreeTerminal Grove ,,
Jalan Leban,27498.1324386327,39312.2279331777
Chai Chee Drive ,,
Hougang Ctrl ,,
Punggol Road ,,
Tanjong Rhu Road ,,
Corporation Drive ,,
Hougang Street 92 ,,
Bedok Ctrl,,
Woodlands Street 81 ,,
Hougang Avenue 10 ,,
"Tai Hwan Avenue, Cl, Htgs",,
Amber Gardens ,,
Joo Chiat Avenue,,
Hougang Street 11,33214.3894767631,37145.2985454574
Hougang Street 21 ,,
Lorong Puntong ,27754.398108586694,38010.2997990511
Admiralty Road WeStreet,,
"Lorong 104, 105Changi",,
Beach Road ,,
 Jalan Manis ,28120.4750246229,31912.8065187242
Lorong Buang Kok,32969.3717225064,40596.9260781072
Vernon Park ,,
Jurong WeStreet Street 74 ,,
FLoronga Road ,,
EaStreet CoaStreet Terminal ,,
Marsiling Cres ,,
Jalan Telang,27521.4916642625,39902.1374060381
Jalan Chermat ,32862.84570284,36974.7949978039
Jalan Jamal ,38255.085700552,32809.4444137253
Streetill Road ,,
Potong Pasir Avenue 3 ,,
Jalan Raya,,
Jalan Angin Laut,41625.6441617785,35472.8279991206
"Eunos Avenue 6, 7",,
Joo Chiat Lane ,,
Ang Mo Kio Avenue 1 ,28346.4333322123,39555.534275097794
"Bedok Lane, Walk ",,
Trevose Cres ,,
"Bedok Cl, Rise, Road, Terminal ",,
Jalan Grisek ,37315.3155958066,34161.1456440277
Jurong WeStreet Street 52 ,,
Boon Keng Road ,31197.8245915854,33577.7477830388
EaStreet CoaStreet Road ,,
Beach Road ,24846.843152562204,27526.7294480428
Lorong 40 Geylang,,
Hougang Avenue 3 ,,
Koh Sek Lim Road,,
Siglap Plain,,
Seagull Walk ,42643.4847190687,36683.5095431004
Woodlands Street 31 ,,
Street Patricks Road,,
Choa Chu Kang Grove ,18778.314849522,39858.303554162405
Pasir Ris Street 53 ,,
Jalan Ampas,29949.898959537,34241.992154967
S�goon North Avenue 1 ,,
Simei Street 1 ,41144.9502005447,35890.2038809285
Bedok North Street 3 ,,
Brighton Avenue ,,
Woodlands Avenue 9 ,,
"Eunos Avenue 5, 5A, 6, 7",,
Duku Road,,
Belgravia Drive,,
Lorong Kismis,20701.3241816834,35320.2268741895
Pemimpin Pl,,
Choa Chu KangAvenue 4 ,,
"Lorong 9,13,15, 19Geylang",,
Avon Road ,34202.6755575165,31915.721295289703
Carisbrooke Gr,,
Sembawang Cl ,,
Bright Hill Cres ,,
Toa Payoh Central ,29608.2097146818,35643.931185800604
EaStreetwood Drive ,,
Sgn Central Drive,,
Kg Eunos,,
Telok Blangah Drive ,,
Wilby Road ,,
Buangkok Cres ,,
Braddell Hill ,,
Woodleigh Cl ,,
"Lucky Hts, View ",,
Parry Terminal,,
Serangoon North Avenue 4 ,,
Tampines Street 12 ,,
Yishun Avenue 9,28978.816201884303,46249.906715825186
Driveyburgh Avenue ,,
"Joo Chiat Avenue, Pl, Walk ",,
Fernwood Terminal ,,
Bedok Walk ,,
Gangsa Road ,,
Bishan Street 23 ,,
"Ubi Avenue 1,Cres, Road 1",,
Carlisle Road ,,
BlandfoRoad Drive ,,
Sgn Avenue 4 ,,
Berwick Drive ,,
Dyson Road ,28709.2306819446,34352.6907977965
Tampines Avenue 8 ,,
Jurong WeStreet Street 75 ,,
Joo Chiat Walk,36718.550031149796,33034.8769059014
Jalan Redop,,
Telok Blangah Street 31 ,25061.907316648398,28480.5675365273
Tanah Merah Kechil Avenue ,40613.4221292324,34465.3970554508
Yio Chu KangRoad,,
Hougang Avenue 6 ,34750.9587133592,38307.6423918512
Elite Terminal ,,
Aroozoo Avenue ,,
Tampines Ctrl 7 ,,
Beach Road ,,
Tampines Road,,
Faber Cres ,,
"Lorong 7, 9Geylang ",,
Telok Blangah Rise ,,
Kim Keat Avenue ,,
Jalan Labu Ayer,32569.049912372597,36231.8078911435
Woo Mon Chew Road,38613.847480551296,33041.4407603145
Simei Road ,,
Admiralty Lk ,,
Jalan Jurong Kechil,,
"Peirce Drive, Road",,
Lorong M Telok Kurau,,
Rivervale Lk ,,
Yishun Street 71 ,,
Marsiling Road ,,
Jalan Kakatua,,
Kim Tian Road ,,
Jalan Baiduri ,,
Commonwealth Avenue WeStreet ,,
Bedok North Avenue 2 ,,
Joo Chiat Avenue ,36513.3534718994,33109.1887407657
Thrift Drive ,,
Woodlands Drive16 ,,
Da Silva Lane ,33661.2630826384,38351.5321789607
Lorong 40 Geylang ,,
Jalan Awang ,36088.645171036,33968.0428392794
"Tai Hwan Pl, Terminal",,
Jurong WeStreet Street 71 ,,
Jansen Road ,,
Tampines Street 21 ,39600.0301180445,39858.896715840296
Bright Hill Cres,27976.5069340067,37463.4313990362
Jurong EaStreet Street 32 ,,
Tampines Ctrl 7 ,,
Bt Batok Street 41 ,,
Choa Chu Kang Central ,,
Joo Chiat Road ,,
Highland Road ,33225.2290470917,38034.9655119311
Sirat Road ,,
Tg Katong Road,,
Taman Permata,28182.5940378737,37075.983470417596
"Woodlands InduStreetrial Park E3, E5",,
Neram Road,,
How Sun Road ,,
Choa Chu Kang Street 64 ,,
Clementi Street 13 ,,
Kallang Bahru,31854.937342262798,33937.7655027546
Bowmont Gdn ,,
Branksome Road,34277.363381274,31726.9415758513
GilStreetead Road,,
Corporation Walk,15177.0483984333,35616.6021022294
Elias Road ,,
HAvenuelock Road ,,
Tampines Street 33,,
"Amber Gardens,Road",,
"Lorong 8, 12,14 Geylang",,
Tampines Street 43 ,,
Fidelio Street,,
Geylang EaStreet Ctrl ,,
Woodlands Ind Park E1 ,,
Choa Chu Kang Avenue 3,,
Cairnhill Road ,30018.3434062935,32908.9868225791
Macpherson Road ,32116.8432088373,34541.602001356
Hougang Avenue 9 ,,
Sembawang Hills Drive ,,
Hougang Street 92 ,,
"Jalan Kelichap, Jalan Lokam ",,
Jalan Lembah Thomson ,28030.7878107298,37216.4083000552
Bt Panjang Road ,,
Dafne Street ,,
Tampines Street 22 ,,
Chiku Road ,36050.2947276272,32903.499055523396
Bencoolen Street,,
MoonStreetone Lane,,
Hougang Avenue 8,34848.5001058104,39827.473766399504
Ang Mo Kio Avenue 3 ,,
Tampines Street 42,41138.8482052954,37824.279581422
Geylang EaStreet Avenue 2,,
Lorong 17 Geylang ,,
Bedok North Avenue 1 ,,
Serangoon Ctrl ,,
Gambir Walk,,
Lengkong Empat ,36685.1352365054,34392.055672681
Tampines Street 11 ,40565.7875871779,36647.2527361251
Limbok Terminal ,,
Pasir Ris Lk ,,
Tampines Avenue 8 ,,
Lorong 42 Geylang ,,
Hougang Street 61 ,,
Ubi Avenue 1 ,35638.308453803904,34766.3438084107
Choa Chu Kang Avenue 3,,
Tampines Street 41 ,,
"Lorong 24A, 26, 28, 32 Geylang ",,
Choa Chu Kang Loop,,
Tampines Street 44 ,,
Toh Guan Road EaStreet,,
Old Choa Chu Kang Road,,
ParkStreetone Road ,,
EaStreetwood Drive,,
Eunos Cres,,
Yishun Central ,,
Hume Avenue ,,
Bloxhome Drive ,,
Rose Lane ,34725.2456979752,32482.551945122003
Keng Lee Road ,,
Tampines Street 11 ,,
Lorong 33 Geylang ,,
Siang Kuang Avenue,,
Joo Avenue ,,
Chai Chee Drive,,
Jalan Antoi ,32541.9611565927,40681.1195016168
Jalan Eunos ,35729.7829315988,33783.4095611982
Hougang Street 22 ,34361.201731065295,37562.2059394121
Tampines Street 24 ,,
Kitchener Lk ,,
Choa Chu Kang Street 54 ,,
Tai Hwan Hts,,
Tampines Avenue 4 ,,
Joo SengRoad ,,
Paya Lebar Way ,33945.040987731896,33880.9435985293
Clementi Avenue 3 ,,
Jalan Khamis ,,
Woodlands Sector 1,,
"Joo Chiat Avenue, Pl",,
Cantonment Cl ,,
"Lorong 9, 13, 15, 17,19 Geylang",,
Bedok South Avenue 2 ,,
Boon Lay Drive ,,
Jalan Tua Kong ,,
Macpherson Road,32116.8432088373,34541.602001356
Jurong WeStreet Street65 ,,
Lorong 8 Toa Payoh ,30592.3989633033,35561.5570799895
Grace Walk ,,
Lorong 108 Changi,,
Tampines Avenue5 ,,
Chiku Road ,,
Almond Avenue ,21323.871924066898,39254.9769500159
Wodlands Drive14 ,,
Simei Rise ,,
Lorong 27 Geylang ,,
Kim Tian Pl,27301.667224110097,29546.7832934354
Woodlands Drive 52 ,,
WeStreet CoaStreet Road ,,
Jalan Kemuning ,,
Somapah Road,,
Toh Tuck Terminal,,
Hougang Street 11,,
Yishun Avenue 3 ,,
Hougang Street 21,33601.651802106804,37763.6914017145
WeStreet CoaStreet Drive ,,
"EaStreet CoaStreet Avenue, Road, Terminal",,
Hougang Avenue 1,38416.3686215216,34881.7532694228
Woodlands Lk,,
Bt Batok EaStreet Avenue 4 ,,
Spottiswoode Park Road ,,
Poh Huat Drive ,,
Golden Rise ,,
Pemimpin Pl,29061.0246812887,37365.6475600358
Tanah Merah Kechil Lk ,,
Mimosa Road,,
Gentle Drive,,
ARoadmore Park,,
Woodlands Avenue4 ,,
Pasir Ris Drive 3 ,,
Hougang Street 11 ,,
"EaStreetwood Green, Pl, Walk ",,
Jalan Tenggiri ,,
CompassvaleBow ,,
Jurong WeStreet Street 93 ,,
Kensington Park Road ,31638.842583598598,38506.4314913619
Lakepoint Drive,,
Wilton Cl ,,
Carmichael Road,31463.267695809704,36230.4713780545
Lorong How Sun ,33278.4004811402,36265.491858966605
Clementi WeStreet Street 2 ,,
"Defu Lane 4, 7",35076.4551620176,37819.1623550225
Bt Batok Street 32 ,,
Tai Hwan Grove ,,
Langsat Road,,
"Parry Terminal, View, Walk ",,
Jalan Rajawali ,,
Kovan Road ,,
Joo Chiat Road,35242.6632892974,33135.3522950858
Jalan Ulu Sembawang ,,
Bedok Reservoir Road ,,
"Lorong 14, 16Geylang",,
Jurong WeStreet Avenue  ,,
Meyer Road ,,
Simei Street 4 ,,
Woodlands Sq,22735.219636566002,46268.25731658191
Yishun Avenue 1 ,,
Lowland Road ,33599.4615805363,38148.481074933
Bt Batok Street 24 ,,
Serangoon Avenue 2 ,,
Pasir Ris Drive 3 ,,
Jurong WeStreet Ctrl 1 ,,
Hazel Park Terminal ,,
Tampines Street 83 ,,
Bedok North Street 5,,
Jalan Sayang,37161.433075783796,33645.2826466169
Happy Avenue Ctrl ,,
Tampines Street 45 ,,
Woodlands Avenue 6 ,,
ChilTerminaLane Drive ,,
Wilkinson Road,34700.8704064004,31725.3742088508
Brighton Avenue,,
Kim Keat Cl,,
Jalan Limau Bali ,,
Jalan Ulu Siglap,,
Yishun Avenue 3 ,28070.2442159969,45161.8693771288
Paya Lebar,33932.3898180416,35255.4622272849
Ava Road ,30126.832425775,33823.9943568986
Hougang Street 52 ,,
Mackenzie Road ,29864.597606753,31910.9533311538
Ang Mo Kio Avenue 2 ,28534.678670397003,39758.7219180018
Lorong 20 Geylang ,,
Corporation Walk ,15177.0483984333,35616.6021022294
Eunos Avenue 3 ,,
Woodlands Street 81 ,,
Towner Road ,,
Seletar WeStreet Farmway 6,,
Hougang Avenue 5 ,,
LAvenuender Street ,,
Lorong Marzuki,36423.7745871209,33698.8844005894
Jalan Ikan Merah,,
Bt Batok EaStreet Avenue 5,,
Lim Teck Boo Road ,33685.9942348981,36162.349588002995
Park VillasGreen ,,
"Park Villas Green, Terminal",,
Tampines Street 33 ,41812.755631024906,37267.3818244655
Yio Chu Kang Road,,
Woodlands Drive 44 ,,
Anchorvale Lk ,,
Bt Batok Cres Bt Batok Street 23,,
"Highland Road, Walk ",,
Tampines Ctrl  1 ,,
Fernvale Road ,,
Teban GaRoadens Road ,,
Lorong 31 Geylang ,,
Lorong K TelokKurau,,
Pasir Ris Rise ,,
Lorong 2 Toa Payoh ,,
"WeStreetwood Avenue, Walk",,
Tampines Street 21,39600.0301180445,39858.896715840296
"Happy Avenue North, EaStreet ",,
Loyang Rise,,
Lorong 26 Geylang,,
Lorong J TelokKurau ,,
"Haig Avenue, Lane, Road",,
Eng Kong Gdn ,,
"Bedok Avenue, Gdn, Road ",,
Defu South Street 1,35087.3805118119,36410.4721109588
Jurong WeStreet Street 52 ,,
Pasir Ris Drive 10 ,,
Bedok Rise,,
Saraca Terminal,,
Aljunied Road ,33055.6188892461,35164.8401867151
Harlyn Road ,,
Woodlands Street 4 ,22038.276671024,46136.1195884738
Admiralty Streetreet,,
Merpati Road ,,
Ang Mo Kio Avenue10 ,,
Lorong 4 Toa Payoh ,,
Lorong Lew Lian ,,
Queen Street ,,
Bournemouth Road ,34911.0193526102,31657.1992682219
Bishan Street 11 ,30333.2766010463,36336.188031835496
Compassvale,34670.7027610485,41170.8319902066
Edgedale Plains,,
Pasir Ris Gr ,,
Yishun Street 22 ,,
"EaStreet CoaStreet Drive, Terminal",,
Lorong H Telok Kurau,36572.136045305095,32805.7619805578
CompassvaleDrive ,,
 Ang Mo Kio Avenue 10 ,30456.0196312964,38119.944450153
Bloxhome Drive ,31417.023876803,38127.825627753504
Sirat Road,,
"VeRoade Avenue, Cres, Grove, Pl, Walk",,
Jalan Membina ,27180.5113863898,29564.413031891
Admiralty Drive ,21558.627893535402,47152.060769250595
Bt Batok EaStreet Avenue 5 ,,
Bedok Reservoir Road ,36001.992201439105,34733.2826043535
Woodlands Drive14 ,,
College Avenue WeStreet,,
Chiap GuanAvenue ,,
Choa Chu KangAvenue 3 ,,
Hooper Road,29123.2641611146,32643.8922541887
Lorong 3 Geylang ,32512.845989571,32950.3008950781
Sungei KadutStreet 2,,
Serangoon Avenue 3,,
Lorong 2 Toa Payoh ,,
"EaStreetwood Drive,Green, Pl, Terminal,Way ",,
Simei Lane ,,
"Lorong 14, 16, 20 Geylang",,
Elite Terminal ,,
"Eng Kong Cres, Terminal",,
Sembawang Cl ,,
Frankel Terminal ,,
 Bt MugliStreeton ,,
Ah Hood Road ,30577.1694759559,35642.10469459
"Hougang Avenue 3,Hougang Avenue 3",34641.983650594,38464.2702785339
Fort Road ,,
Bt Batok EaStreet Avenue 5 ,,
Lorong 35 Geylang ,,
Eunos Avenue 7A,34778.535479839906,33889.5689750463
Lorong 32 Geylang ,,
"EaStreetwood Terminal, Way",,
Jurong WeStreet Street 64 ,,
Chu Lin Road ,,
Ang Mo KioAvenue 4 ,,
Holland Hill,24599.4860161124,32430.409289572402
Mergui Road,30067.3825038644,33245.987859437206
Beo Cres ,,
Jurong WeStreet Street 42 ,,
Farrer Park Road ,,
Compassvale Road ,34964.7389095752,40995.7132712007
Enggor Street ,,
Charlton Lane ,,
Arthur Road,,
Ah Soo Gdn ,,
Commonwealth Cres,24424.8109046752,32057.5966272429
Defu Lane 1 ,34789.7935050437,35780.2154158019
"Thomson Terminal, Walk",,
Lorong 20 Geylang ,32560.2720457548,32894.9443850182
"Aroozoo Avenue,Lane ",,
Sungei Kadut Loop ,,
Tampines Street 34 ,,
Toa Payoh North ,29554.738203842204,35930.7574098017
Recreation Lane ,,
Woodlands Street 41 ,21262.3016088251,45797.3416090962
Jelapang Road,20602.571192111798,40537.7142138891
Lim Tua Tow Road ,,
"Siglap Bank, Drive ",,
Lorong 105 Changi ,,
GlouceStreeTerminal Road ,,
Hai Sing Cres ,,
Jalan Kayu ,,
Sembawang Road ,27383.2712518787,39423.6564278975
Pheng Geck Avenue ,,
Carlisle Road ,29805.6127826804,32842.0770231336
Brockhampton Drive ,31282.236792080097,37930.494294876204
Woodlands Street 41,,
Pasir Panjang Road ,,
"Lorong 25A, 27 Geylang",,
Jalan Bangsawan,,
ColcheStreeTerminal Gr ,,
Pasir Ris Street 12 ,41895.7978723086,38787.3439869713
Woodlands Drive 62 ,24677.1069891006,46805.229417713395
Bt Batok Street 33 ,,
Lengkong Tiga ,,
Yishun Street 22,28721.7591452291,46317.7473163065
Woodlands Avenue 1 ,21669.9377377601,45682.4107454438
Woodlands Drive 50 ,,
Bowmont Gardens,,
"Mei Hwan Drive, Road",,
Woodlands Drive 60 ,,
"How Sun Avenue, Cl, Drive ",,
Jalan Lengkok Sembawang ,,
Jurong WeStreet Street 42 ,,
"WeStreetwood Avenue, Drive, Walk",,
Jalan Berseh ,,
Jalan Tambur ,,
Simon Pl,33531.9370383415,38598.8184580617
Geylang EaStreet Ctrl,,
Springside Cres ,,
HAvenuelock Road ,,
Peakville Terminal ,,
Jalan Kemboja ,,
Tampines Street 45 ,,
"Lorong 32, 34Geylang",,
CheStreetnut Gardens ,,
Gentle Drive ,,
Brighthon Avenuenue,,
Lorong 14 Geylang ,,
Jalan Sotong ,,
Bedok North Avenue3 ,,
Jalan Gembira,33140.032724211,34986.2919840813
Jalan Rajah ,30287.443700186002,34533.052990963704
Golden Walk ,26748.4993302515,27426.923435317403
Jalan Pari Kikis ,40192.451984894506,34832.5597748663
Pasir Ris Drive 1,40998.8585081911,39258.6111965533
Jalan Kelichap ,33402.313429497204,36500.6488489509
Choa Chu Kang Avenue 3 ,,
Pasir Ris Street 51 ,,
Jalan Suka ,,
Thomson Ridge,28178.6792979315,37156.85846352951
Jurong WeStreet Street 65 ,,
Lorong 22 Geylang,,
Choa Chu Kang North 6 ,,
Holland Cl ,,
Harvey Road ,33690.4191719741,35001.9080541171
Bedok Reservoir View ,,
Siglap View,,
Tampines Avenue 9 ,41625.932191911204,37995.9368538111
Jurong WeStreet Street 64 ,,
Fernvale Road,32619.2758175852,41122.220276564396
Nemesu Avenue ,,
Bukit Batok Street 21 ,17911.4271135731,35623.199311960496
Corporation Drive ,15712.303487652,35285.4564068224
Jalan Seaview ,34766.2405037824,31423.0956948735
Simei Street 1 ,,
Cairnhill Circle ,28566.970643917997,32085.9371457566
Changi Road,,
Selegie Road ,,
Changi North Street 1,43261.001831755,36912.7315263022
"Bedok Lane, Road",,
Jalan Joran ,,
Serangoon Gardens Drive ,,
Holland Hill ,,
Loyang Avenue ,43213.1411273256,38947.3148513827
Toa Payoh Ctrl ,,
Boon Teck Road,,
"Lorong 20, 22 Geylang",,
Jalan Rabu,28397.2905064933,37340.9257605821
Tah Ching Road ,,
JurongWeStreet Street 65,,
Tampines Street 12,40331.4240118498,36651.1437459681
Tampines Street 32 ,,
Teban Gardens Road,17449.6834526574,34002.9779342096
Dorset Road,,
Street. Patrick's Road,,
Defu Lane 9,34726.7247732673,35866.8838523384
Tah Ching Road ,,
Hougang Avenue 6 ,,
Merryn Terminal ,,
Kew Cres ,,
Seletar Hills Drive,,
Admiralty Drive,21558.627893535402,47152.060769250595
Tampines Street 71 ,,
Aljunied Cres ,,
"Lorong 6, 8 Geylang",,
Woodlands Drive 60 ,24175.399147222797,47659.59982899389
Chuan Hoe Avenue ,,
"Eng KongCres, Road ",,
Woodlands Drive 75 ,,
Tai Seng Avenue,,
Dairy Farm Road ,,
Bt Batok Street 25 ,,
FLoronga Road  ,,
Tampines Avenue 4 ,,
Jalan Raja Udang ,,
Hougang Street 91 ,,
Jalan Saudara Ku,,
"Bedok Cl, Rise, Terminal ",,
Fernvale Lane ,32201.765515661802,41348.2017088942
Ang Mo Kio Avenue1 ,,
Lorong Ong Lye ,,
"Tai Hwan Avenue, Cl",,
Dover Cres ,,
Boon Lay Driveive ,,
Woodlands Drive 62 ,,
Ang Mo Kio Avenue 2,,
Daisy Road ,,
Eunos Avenue 4 ,35318.2447752748,33713.0733351931
Jalan Haji Salam ,,
Mattar Road ,,
Jalan Chorak ,,
Telok BlangahCres ,,
FLorongence Road,,
"Kim Chuan Drive, Terminal",,
Lakepoint Drive ,,
Hazel Park Terminal ,,
Lorong 25 Geylang ,,
Punggol Pl ,,
Crescent Road ,27352.6761923293,30162.821512436494
Peakville Avenue,,
Ang Mo Kio Avenue 3 ,,
Jalan Chorak ,,
Hougang Street 91,33512.996575118996,40047.3807776123
Petir Road ,,
Hougang Avenue 4 ,,
Yishun Street 21 ,,
Bedok South Avenue 3 ,,
Serangoon Road ,,
Jalan Taman ,31529.8500259398,34223.5395813733
Jalan Senang,37254.7416723203,33789.323229053996
Hougang Avenue 9,33667.8328090403,39656.386198001004
Shunfu Road ,,
Clementi Avenue 2 ,,
Jalan Limau Bali ,40613.6806480819,33808.762720523395
Serangoon North Avenue 1 ,32122.361213609598,39227.7778674364
How Sun Drive ,33044.5658690957,36225.6479327045
Rochdale Road ,,
Haig Road ,35716.5426864093,32674.7140209358
Bedok Reservoir Road ,36001.992201439105,34733.2826043535
Compassvale Road ,34964.7389095752,40995.7132712007
Cantonment Cl ,,
Koon Seng Road,,
Jalan Daud,,
Kg Arang Road,,
MaidStreetone Road,,
Clementi Avenue 2 ,,
Serangoon Avenue 4 ,,
Jalan Pacheli ,,
Marine Cres ,,
Bedok Reservoir Road ,,
"Kings Cl, Road ",,
Compassvale Lane,35209.8504945813,40664.469265380896
Lorong 8 Geylang,,
Jurong WeStreet Street 65 ,,
Green Lane ,33079.8000722416,35131.3485416602
Lorong 20 Geylang,32560.2720457548,32894.9443850182
New Upp Changi Road ,,
Bedok North Road,40119.668804280496,34415.2905271649
Lorong 5 Toa Payoh ,30502.6631087605,35647.699216823996
Champions Way ,23097.213401598907,45797.6736488771
Ubi Avenue 1,35638.308453803904,34766.3438084107
Grange Road ,,
Lorong Liew Lian ,,
Telok Kurau Road ,,
Braemar Drive ,,
Cashew Cres,20876.6112209475,39415.2100865059
Choa Chu Kang Avenue 1,,
Borthwick Drive ,,
Pending Road,20814.1899516117,40059.2876575831
Pasir Ris Rise,41964.2990715345,39767.9263210464
Choa Chu Kang Avenue 2 ,,
Chuan Cl,,
Lorong 24 Geylang,,
Lorong 3 Geylang ,,
Woodlands Centre Road ,24047.196196462002,46433.0759012662
Yishun Street 51 ,,
Jalan MeLorong ,,
WeStreetwood Avenue ,,
Tampines Avenue 4,,
Parbury Avenue,40211.0562313544,33287.1472020037
Jalan Kesoma,33094.4849174898,36495.5103441589
Joo Chiat Lane ,,
Jalan Bt Merah,,
Jalan Novena Barat,28964.718949004102,33908.5985472128
Upp Changi Road,,
Sengkang WeStreet Way ,,
Ang Mo Kio Avenue 8 ,,
Loyang Rise ,42692.3044040268,38257.5637706481
Owen Road ,,
Nallur Road,39017.3135591019,32878.4765133858
Hougang Avenue 8 ,,
Anchorvale Drive ,34479.3499300471,41201.0222760085
Toh Tuck Road,,
McNair Road,,
Jurong EaStreet Street 24 ,,
"Brighton Avenue, Cres ",,
Corporation Road ,43170.2095337771,37432.3693044987
Amber Gardens ,35217.01758991,31525.1992594395
Faber Avenue ,19608.578325172,33345.2399680614
Fajar Road ,,
Yishun Avenue 1 ,,
Serangoon Road ,30017.920774436603,31983.2573090494
"Lorong 5, 6 RealtyPark",,
Jalan Grisek ,,
Toa Payoh North ,,
Jalan Belangkas ,,
Neram Cres,31839.658608906,40810.9909447115
Yishun Street 11 ,,
"Eunos Avenue 5, 5A, 6, 7, 8A ",,
Bt Batok Street 24 ,,
Marina BoulevaRoad ,,
Yio Chu Kang Road ,,
"Senoko Avenue, Way",,
Woodleigh Cl,,
Lorong Limau ,,
Eden Gr ,,
"Bedok Rise, Terminal",,
Hougang Ctrl ,,
Jalan Sempadan ,,
Tampines Avenue 9 ,,
Marsiling Rise ,,
Windsor Park Road,,
EaStreet CoaStreet Road ,,
Ah Soo Gdn,,
ColdStreetream Avenue ,,
Elias Road ,29910.1206542635,31553.3446705304
Woodlands Street13 ,,
"Tai Keng Avenue, Gardens, Terminal",,
Compassvale Lk ,,
Yishun Street 72 ,,
Handy Road,,
Jalan Binchang,29576.0386012197,37136.3546589483
Fernvale Lk ,,
Marymount Terminal ,,
Jalan Terminalang Bulan,,
Yishun Avenue 6,28568.2780997427,46788.020101550996
"Gentle Drive, Road ",,
Golden Rise ,,
"EaStreet CoaStreet Road, Terminal",,
Jalan Lekar,,
Wallich Street ,,
Keat Hong Lk ,,
Bt Panjang Ring Road ,,
Hougang Avenue 5 ,34745.3127960879,38868.5948176384
"Kaki Bt Avenue 2, 3 ",,
Rivervale Drive,35642.0742147295,40827.642210057005
Fernvale Lk ,,
EaStreet CoaStreet Road,,
Hougang Avenue 4 ,,
Bt Merah Central ,,
Lorong 16 Geylang,34314.7456124201,33171.5262888577
Sin Ming Avenue ,,
Brighton Cres ,,
"Marsiling Ind EStreet Road 1, 9",,
Jalan Cherpen,,
Jalan Ikan Merah ,,
Choa Chu Kang Ctrl ,,
Toa Payoh EaStreet ,,
Kaki Bt Road ,,
Veerasamy Road ,30357.475006524503,32043.672022940602
Tampines Street 82 ,39295.7205315568,36884.4137390442
Kitchener Lk ,,
Tanjong Katong Road,,
Jalan Khamis ,28427.003133245697,37349.926490364596
Yishun Avenue 5,27371.1442933986,45806.8930951096
Nim Road ,,
Redhill Road ,26236.8114379784,29970.722182152796
Seletar North Lk,,
Chander Road ,,
King George's Avenue ,31070.9771319395,32297.918243288997
Lorong 32 Geylang ,,
Dunbar Walk ,37171.5611366201,33060.7649610341
Woodlands Drive 42 ,,
Jalan Tarum,27753.6395323789,39424.456562047795
Pasir Ris Drive 6 ,41645.4048570916,39514.0628393516
Jalan Pelikat,,
Yuk Tong Avenue,21259.7104575429,36346.1847296208
"Bedok Pl, Road ",,
"Frankel Cl, Drive",,
Lorong 3 Geylang,,
Crescent Road ,,
Jalan Limau KaStreeturi ,,
Jalan Limau Nipis ,40604.507360524505,34072.5320960525
Glasgow Road ,,
Branksome Road,,
Boon Keng Road ,,
Ang Mo Kio Ind Park 2,,
Lorong Ah Soo ,,
Chai Chee Street,37883.7907354627,34558.852330636204
Bencoolen Street ,29602.1121385572,29950.1824797411
Jalan Lembah Thomson,,
Loyang Cres,43162.7857659459,40343.219172693796
ButTerminalworth Lane,,
Jervois Road,26693.7930067489,30692.7790386081
Street Georges Road ,,
Edgedale Plains,36268.2949769376,41789.9222813454
MoonStreetone Lane ,,
CaRoadiff Gr ,,
Jalan Angklong ,,
Hougang Street 31 ,,
Farleigh Avenue ,,
Anchorvale Cres ,,
Petir Road ,20886.6431506667,39598.4395657703
Boundary Road ,,
Kurau Terminal ,,
Poh Huat Terminal,,
Tampines Street 82 ,,
Punggol Pl ,,
Elliot Road ,,
Jurong WeStreet Street 81 ,,
Jurong WeStreet Street 65,,
Hougang Avenue 3,34641.983650594,38464.2702785339
Sing Joo Walk,,
Bowmont Gardens,37715.0864681015,32754.7417829167
Serangoon North Avenue 3 ,,
"Eunos Avenue 7, 7A",,
Empress Road,24919.2436853265,33169.3014104478
